id,task,entity,body,annotator,document,created,target
aedcbced-7599-45f1-a8e5-96c7313f733a,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 'se replier', 'context': ""1. L'armée était en difficulté, il était préférable de se replier."", 'proba': 1.0, 'process': 'reference word'}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,04386177-799b-4a62-85f2-8a20e80559b2,2024-12-27T08:10:25.258030+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 329, 'endOffset': 339}]}"
fe154236-d4c3-4962-a702-620b6fd1cb0f,default,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 'se replier', 'context': ""1. L'armée était en difficulté, il était préférable de se replier."", 'proba': 1.0, 'process': 'reference word'}",84dcf943-f4b3-4886-a2d5-e0a3661cde64,04386177-799b-4a62-85f2-8a20e80559b2,2025-01-03T12:54:01.685584,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 329, 'endOffset': 339}]}"
7c38a45b-75c2-4adf-9a4d-6b1761371dae,default,1,"{'text': 'me suis repliée', 'context': '0. J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.', 'proba': 0.2}",fe4bab23-b07f-4e52-ac3f-7391d5aef4fb,04386177-799b-4a62-85f2-8a20e80559b2,2025-01-03T12:54:01.685827,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 138, 'endOffset': 153}]}"
c1c2357d-5077-42b3-a8c8-c17d5a780dfb,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'me suis repliée', 'context': '0. J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.', 'proba': 0.2}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,04386177-799b-4a62-85f2-8a20e80559b2,2024-12-27T08:10:20.354481+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 138, 'endOffset': 153}]}"
28510d94-94c4-4e8e-9f72-14ab2b9249e1,default,0,"{'text': 'se replier', 'context': ""1. L'armée était en difficulté, il était préférable de se replier."", 'proba': 1.0, 'process': 'reference word'}",da26a09b-917d-4c13-953a-63d39bcac892,04386177-799b-4a62-85f2-8a20e80559b2,2025-01-03T12:54:01.685584,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 329, 'endOffset': 339}]}"
2967834c-077f-4e80-ab06-1dd821b608a1,default,0,"{'text': 'se replier', 'context': ""1. L'armée était en difficulté, il était préférable de se replier."", 'proba': 1.0, 'process': 'reference word'}",fe4bab23-b07f-4e52-ac3f-7391d5aef4fb,04386177-799b-4a62-85f2-8a20e80559b2,2025-01-03T12:54:01.685584,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 329, 'endOffset': 339}]}"
7aa23f5e-5d78-4fa2-abf0-8d3004129455,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se replier', 'context': ""1. L'armée était en difficulté, il était préférable de se replier.""}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,04386177-799b-4a62-85f2-8a20e80559b2,2024-11-26T08:47:17.782035+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 329, 'endOffset': 339}]}"
018240a0-db7c-471c-be59-47101ee1b51f,default,0,"{'text': 'me suis repliée', 'context': '0. J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.', 'proba': 0.2}",da26a09b-917d-4c13-953a-63d39bcac892,04386177-799b-4a62-85f2-8a20e80559b2,2025-01-03T12:54:01.685827,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 138, 'endOffset': 153}]}"
c67d1e53-6b0b-4011-8aee-9ce0a481bfb1,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'repliée', 'context': '0. J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.'}",e920598f-774d-4e1c-a2dc-8fb9a6f3053f,04386177-799b-4a62-85f2-8a20e80559b2,2024-11-25T09:16:05.542672+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 146, 'endOffset': 153}]}"
f55b699b-1ccd-4d67-acd9-c1f2435b24be,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 'je me suis repliée', 'context': '0. J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.'}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,04386177-799b-4a62-85f2-8a20e80559b2,2024-11-26T08:47:56.618143+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 135, 'endOffset': 153}]}"
