id,task,entity,body,annotator,document,created,target
c67d1e53-6b0b-4011-8aee-9ce0a481bfb1,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'repliée', 'context': '0. J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.'}",e920598f-774d-4e1c-a2dc-8fb9a6f3053f,04386177-799b-4a62-85f2-8a20e80559b2,2024-11-25T09:16:05.542672+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 146, 'endOffset': 153}]}"
aedcbced-7599-45f1-a8e5-96c7313f733a,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 'se replier', 'context': ""1. L'armée était en difficulté, il était préférable de se replier."", 'proba': 1.0, 'process': 'reference word'}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,04386177-799b-4a62-85f2-8a20e80559b2,2024-12-27T08:10:25.258030+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 329, 'endOffset': 339}]}"
f55b699b-1ccd-4d67-acd9-c1f2435b24be,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 'je me suis repliée', 'context': '0. J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.'}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,04386177-799b-4a62-85f2-8a20e80559b2,2024-11-26T08:47:56.618143+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 135, 'endOffset': 153}]}"
610961a4-bdfb-49bd-be19-539fb5ec3109,default,0,"{'text': 'se replier', 'context': ""1. L'armée était en difficulté, il était préférable de se replier."", 'proba': 1.0, 'process': 'reference word'}",76a78473-a608-4c59-bf52-898d3dfd7121,04386177-799b-4a62-85f2-8a20e80559b2,2025-02-05T14:40:57.493262,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 329, 'endOffset': 339}]}"
4ed5071f-a1df-4438-82d8-faaf730acde0,default,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 'se replier', 'context': ""1. L'armée était en difficulté, il était préférable de se replier."", 'proba': 1.0, 'process': 'reference word'}",c750946d-c7bd-42e9-9b77-2c9425fdae60,04386177-799b-4a62-85f2-8a20e80559b2,2025-02-05T14:40:57.493262,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 329, 'endOffset': 339}]}"
73f7f4d6-a80c-439e-abe0-f591f1744107,default,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'me suis repliée', 'context': '0. J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.', 'proba': 0.6}",c750946d-c7bd-42e9-9b77-2c9425fdae60,04386177-799b-4a62-85f2-8a20e80559b2,2025-02-05T14:40:57.493423,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 138, 'endOffset': 153}]}"
9bf31358-1893-457c-9bdb-5e0184e6f798,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 'se replier', 'context': ""1. L'armée était en difficulté, il était préférable de se replier.""}",e920598f-774d-4e1c-a2dc-8fb9a6f3053f,04386177-799b-4a62-85f2-8a20e80559b2,2024-12-13T04:21:37.999605+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 329, 'endOffset': 339}]}"
c1c2357d-5077-42b3-a8c8-c17d5a780dfb,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'me suis repliée', 'context': '0. J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.', 'proba': 0.6}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,04386177-799b-4a62-85f2-8a20e80559b2,2024-12-27T08:10:20.354481+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 138, 'endOffset': 153}]}"
7aa23f5e-5d78-4fa2-abf0-8d3004129455,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se replier', 'context': ""1. L'armée était en difficulté, il était préférable de se replier.""}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,04386177-799b-4a62-85f2-8a20e80559b2,2024-11-26T08:47:17.782035+00:00,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 329, 'endOffset': 339}]}"
ff96dc93-ae1e-4a34-8a2c-ab528582c2c6,default,0,"{'text': 'me suis repliée', 'context': '0. J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.', 'proba': 0.6}",76a78473-a608-4c59-bf52-898d3dfd7121,04386177-799b-4a62-85f2-8a20e80559b2,2025-02-05T14:40:57.493423,"{'source': '04386177-799b-4a62-85f2-8a20e80559b2', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 138, 'endOffset': 153}]}"
d1af4bab-6968-47f4-b6bd-b0f0acbfd979,default,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputait', 'context': '0. La mère se disputait avec son fils en public, c’était gênant.', 'proba': 1.0, 'process': 'reference word'}",c750946d-c7bd-42e9-9b77-2c9425fdae60,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2025-02-05T14:40:57.493670,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 98, 'endOffset': 110}]}"
3f0837e3-5ca8-415c-bdf8-5cd916ab0f74,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputent', 'context': '1. Mes parents se disputent tout le temps, c’est triste.'}",e920598f-774d-4e1c-a2dc-8fb9a6f3053f,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-25T10:18:45.013539+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 274, 'endOffset': 286}]}"
43876563-5511-4f17-a0a6-939ddfcce728,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputait', 'context': '0. La mère se disputait avec son fils en public, c’était gênant.'}",e920598f-774d-4e1c-a2dc-8fb9a6f3053f,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-25T10:18:47.808163+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 98, 'endOffset': 110}]}"
2c800f20-4f83-4b1e-b647-ad0b6ab5aabb,default,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputent', 'context': '1. Mes parents se disputent tout le temps, c’est triste.', 'proba': 0.9}",c750946d-c7bd-42e9-9b77-2c9425fdae60,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2025-02-05T14:40:57.493559,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 274, 'endOffset': 286}]}"
a490ade1-913b-4499-ae8b-3890d9308098,default,0,"{'text': 'se disputent', 'context': '1. Mes parents se disputent tout le temps, c’est triste.', 'proba': 0.9}",76a78473-a608-4c59-bf52-898d3dfd7121,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2025-02-05T14:40:57.493559,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 274, 'endOffset': 286}]}"
0345bcf5-3ab3-4773-a670-3a77be64d56f,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputent', 'context': '1. Mes parents se disputent tout le temps, c’est triste.'}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-26T09:16:06.782604+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 274, 'endOffset': 286}]}"
7e7199ad-3908-426f-9850-9a68c32653a0,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputait', 'context': '0. La mère se disputait avec son fils en public, c’était gênant.'}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-26T09:16:03.567607+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 98, 'endOffset': 110}]}"
0e910142-55ec-4900-b0f0-52cd56090e66,default,0,"{'text': 'se disputait', 'context': '0. La mère se disputait avec son fils en public, c’était gênant.', 'proba': 1.0, 'process': 'reference word'}",76a78473-a608-4c59-bf52-898d3dfd7121,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2025-02-05T14:40:57.493670,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 98, 'endOffset': 110}]}"
bbd69d6a-ecda-4cdf-9dc7-70318b837344,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputent', 'context': '1. Mes parents se disputent tout le temps, c’est triste.', 'proba': 0.9}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-25T11:28:31.022875+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 274, 'endOffset': 286}]}"
495c7782-ddc3-46de-8c4e-f45467a88c1c,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputait', 'context': '0. La mère se disputait avec son fils en public, c’était gênant.', 'proba': 1.0, 'process': 'reference word'}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-25T11:28:27.710659+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 98, 'endOffset': 110}]}"
20afa0db-31b8-4abb-bd90-76ad68cba14b,default,0,"{'text': 'se dire', 'context': ""0. C'est mieux de tout se dire quand on veut bien s'entendre entre amis."", 'proba': 0.7}",76a78473-a608-4c59-bf52-898d3dfd7121,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2025-02-05T14:40:57.493880,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 106, 'endOffset': 113}]}"
8df263f9-0d64-4064-a925-71c5b8f6f12e,default,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 's’est dit', 'context': '1. Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.', 'proba': 1.0, 'process': 'reference word'}",c750946d-c7bd-42e9-9b77-2c9425fdae60,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2025-02-05T14:40:57.493778,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 290, 'endOffset': 299}]}"
daed9485-0b06-4677-8843-316526c60dfc,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 's’est dit', 'context': '1. Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.', 'proba': 1.0, 'process': 'reference word'}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2024-11-25T11:28:01.502197+00:00,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 290, 'endOffset': 299}]}"
4116bd0b-3a2e-423d-be00-05da09e42150,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 's’est dit', 'context': '1. Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.'}",e920598f-774d-4e1c-a2dc-8fb9a6f3053f,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2024-11-25T10:18:26.469595+00:00,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 290, 'endOffset': 299}]}"
271c6d42-7b45-4f53-8b20-d8aefa6ea862,default,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se dire', 'context': ""0. C'est mieux de tout se dire quand on veut bien s'entendre entre amis."", 'proba': 0.7}",c750946d-c7bd-42e9-9b77-2c9425fdae60,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2025-02-05T14:40:57.493880,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 106, 'endOffset': 113}]}"
f1e0ab7c-97d8-4037-b24e-0202a0920213,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 's’est dit', 'context': '1. Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.'}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2024-11-26T09:15:44.558136+00:00,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 290, 'endOffset': 299}]}"
8efa00ac-05f7-47a1-b849-8a543f3ca898,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se dire', 'context': ""0. C'est mieux de tout se dire quand on veut bien s'entendre entre amis."", 'proba': 0.7}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2024-11-25T11:27:42.334586+00:00,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 106, 'endOffset': 113}]}"
