id,uri,content
04386177-799b-4a62-85f2-8a20e80559b2,62,"Word: se replier
Id: 93eb335e-14e3-4407-a56b-c4c84017bd2a
Meaning: 0
------Context------
J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.
-------------------
Word: se replier
Id: 1571b9c0-8121-4893-afa5-8053def93237
Meaning: 0
------Context------
L'armée était en difficulté, il était préférable de se replier.
-------------------"
e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,61,"Word: se disputer
Id: 519d1d58-dd09-455c-9731-f614ddfeb56d
Meaning: 0
------Context------
La mère se disputait avec son fils en public, c’était gênant.
-------------------
Word: se disputer
Id: 7d4dba3f-ff5f-4ccd-a212-faf798fbb025
Meaning: 0
------Context------
Mes parents se disputent tout le temps, c’est triste.
-------------------"
dbb0e4a9-9e12-4161-bfcd-9762abec6244,60,"Word: se dire
Id: f1588580-cd1f-4947-b115-d3fa5fc00275
Meaning: 0
------Context------
C'est mieux de tout se dire quand on veut bien s'entendre entre amis.
-------------------
Word: se dire
Id: d785108c-a36f-4dc0-ab3b-255783a40602
Meaning: 0
------Context------
Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.
-------------------"
2e6cfd29-c684-43c6-bfeb-d37f7558640a,59,"Word: s'opposer à
Id: 95f6fa93-6431-4d10-bbef-c3086cd9f38e
Meaning: 0
------Context------
Le syndicat s'oppose à la réduction des primes des travailleurs.
-------------------
Word: s'opposer à
Id: 86a4fef7-1e30-4f67-b9c5-988cf9fe7b8d
Meaning: 0
------Context------
Le syndicat s'oppose à la réduction des primes des travailleurs.
-------------------"
ccc599de-e8f8-4135-9ebc-4ddfa170e194,58,"Word: réaliser
Id: f92f9ac3-f936-4025-8730-9dabab3d7a0c
Meaning: 0
------Context------
Il a réalisé son rêve de devenir médecin.
-------------------
Word: réaliser
Id: 2eacf093-ffe6-4553-9030-f5d65a306b74
Meaning: 0
------Context------
Elle a réussi à réaliser son rêve de devenir médecin.
-------------------
Word: réaliser
Id: f92f9ac3-f936-4025-8730-9dabab3d7a0c
Meaning: 0
------Context------
Elle a réalisé sa plus belle invention en 1906.
-------------------"
4b3d0f15-cbd3-4c00-a111-a6a2fd3e5975,57,"Word: rayer
Id: 8079dea2-2ff3-4fd3-b847-3aaaf8b2c601
Meaning: 0
------Context------
Rayer, ça veut dire barrer. Il faut encercler la bonne réponse et rayer la mauvaise.
-------------------
Word: rayer
Id: 0ab13f75-85c0-476a-956b-6aba4ed57cb0
Meaning: 0
------Context------
Vous pouvez rayer mon nom de la liste d'attente, je n’ai plus de temps.
-------------------"
b7921a83-34ae-498d-b7b6-0a5eb3a78def,56,"Word: prendre
Id: 5a908b31-f1f3-448e-9724-ae0de63b7df5
Meaning: 0
------Context------
J'ai pris un café ce matin.
-------------------
Word: prendre
Id: 62e87bc3-75b7-47dc-b686-b035749b3760
Meaning: 0
------Context------
Prends un parapluie, il va pleuvoir.
-------------------"
3dfbf7db-1570-4343-ad23-f013f4b65c21,55,"Word: passer
Id: 2f49cfa3-d8f0-4120-9c9f-b925b1fef7d0
Meaning: 0
------Context------
Passez par ici pour entrer dans le bâtiment.
-------------------
Word: passer
Id: 9505f651-bd00-43d3-a423-bef5ba07ff62
Meaning: 0
------Context------
Il passe devant la boulangerie tous les matins.
-------------------
Word: passer
Id: 2848fd1c-6fb6-4821-a3a7-ff50ef8cf2c5
Meaning: 0
------Context------
Je vais passer chez toi demain.
-------------------
Word: passer
Id: e0624ee9-6522-4154-b9c1-272f1ee5fa0e
Meaning: 0
------Context------
Il a passé l'examen avec succès.
-------------------"
2a3d0da9-231c-48c5-b8ee-c64c958d263a,54,"Word: parler
Id: 80593dc4-27a2-400b-ac9f-981cd171af42
Meaning: 0
------Context------
Je comprends le français mais je ne le parle pas couramment.
-------------------
Word: parler
Id: bdc16fc5-5cce-4c12-b3a8-b3b580a66019
Meaning: 0
------Context------
Tu parles très bien français.
-------------------"
a68786cf-7802-4b81-8f4f-dcb71503d5a6,53,"Word: monter
Id: 2caf27b7-b683-4e09-8772-144569da2540
Meaning: 0
------Context------
Il a monté quelques marches d’escaliers, puis s’est senti très mal et s’est assis.
-------------------
Word: monter
Id: 2caf27b7-b683-4e09-8772-144569da2540
Meaning: 0
------Context------
Il a décidé de monter les escaliers au lieu de prendre l'ascenseur.
-------------------
Word: monter
Id: d7c5c2db-ab47-4720-b6ea-5aca5b403c15
Meaning: 0
------Context------
Il a monté les escaliers rapidement.
-------------------"
1551b22f-81a7-4b99-b10e-3dc971d4b11c,52,"Word: mettre
Id: 80a06ff8-246b-48e2-ab60-e55034820477
Meaning: 0
------Context------
Mettez les livres sur la table.
-------------------
Word: mettre
Id: 41b008de-ca99-448c-a155-e5432796890e
Meaning: 0
------Context------
J'ai mis le livre sur la table.
-------------------"
ae4ad67f-4f49-484d-8f9a-3155fe5217e1,51,"Word: marcher
Id: e3189cc2-024f-4945-a19b-c59d0fc35f3f
Meaning: 0
------Context------
Je préfère marcher que prendre les transports en commun.
-------------------
Word: marcher
Id: 42b669e8-fdd9-4c90-8ce0-dd510a02f063
Meaning: 0
------Context------
Elle marche dans le parc tous les matins.
-------------------"
468c45bb-b6f1-46db-8122-bf83b00501dc,50,"Word: franchir
Id: 55207dcb-a2a0-4df4-8654-9fe1207f1362
Meaning: 0
------Context------
Tous les spectateurs ont crié de joie quand elle a franchi la barrière.
-------------------
Word: franchir
Id: 6b852f27-1baa-43c6-922c-d076048551eb
Meaning: 0
------Context------
Nous venons de franchir les 20 000 euros de vente ce mois-ci, c'est énorme!
-------------------"
cfc91be6-7ed2-4a83-b56e-cfd241f6d14f,49,"Word: faire
Id: 75eb8730-7605-4f0d-b045-37bcc8fab66b
Meaning: 0
------Context------
Je vais faire un gâteau pour l'anniversaire.
-------------------
Word: faire
Id: e67601a6-4963-4334-a1b6-f2e067187e15
Meaning: 0
------Context------
Faites vos devoirs avant de sortir.
-------------------"
46e0e6db-349e-406c-91de-bfb7cdc3cb05,48,"Word: donner
Id: 4f0838f8-091d-46db-b9da-ed9f039044ed
Meaning: 0
------Context------
Gaston aime mon gilet. Je vais le lui donner, il peut l’avoir pour toujours.
-------------------
Word: donner
Id: 0646a457-1856-43d0-af07-53ffeaaf078a
Meaning: 0
------Context------
Il donne un cadeau à son ami.
-------------------
Word: donner
Id: 4f0838f8-091d-46db-b9da-ed9f039044ed
Meaning: 0
------Context------
Ils donnent des cadeaux à leurs amis.
-------------------"
d20e708a-ff1e-4bb0-a472-898d95d22b62,47,"Word: dire
Id: e7a6edc2-0567-42e2-8163-a8d8fa99f6d6
Meaning: 0
------Context------
Elle n’aime pas le café. Je le sais parce qu’elle me l’a dit.
-------------------
Word: dire
Id: 5e14844b-9b4c-494f-b4f0-50b051764d1e
Meaning: 0
------Context------
Je dis toujours la vérité.
-------------------"
4b7d33e9-b029-4f03-abdd-cb1a7de18192,46,"Word: devoir
Id: 22f8f6bc-7a3e-4f82-846d-e6698477bfab
Meaning: 0
------Context------
Tu dois finir ta soupe, parce que c’est bon pour ta santé.
-------------------
Word: devoir
Id: 9561a9fe-bac9-4cfe-9e6f-54bb637962de
Meaning: 0
------Context------
Je dois finir mes devoirs avant de sortir.
-------------------"
b4c7cef7-679a-4c80-b0f3-d290cfe44aca,45,"Word: commander
Id: 68f1b6d4-d100-4ca1-875f-af171bce7f8e
Meaning: 0
------Context------
Je vais commander une pizza pour le dîner.
-------------------
Word: commander
Id: b193f241-1805-41cd-bb39-b42b0a641c90
Meaning: 0
------Context------
J'ai commandé une pizza pour le dîner.
-------------------"
70eb81d7-9785-4d5b-8ba9-de7f848002ec,44,"Word: changer
Id: 4b3ce844-5ce7-45e9-9cd7-2f8840772479
Meaning: 0
------Context------
Gérard a changé ses vêtements parce qu’ils étaient sales.
-------------------
Word: changer
Id: 55a647c7-2aee-4d28-be2d-98e6f922f757
Meaning: 0
------Context------
Il a changé de travail récemment.
-------------------"
