id,lang,pos,text,text_meaning,text_romaji,text_hiragana,lemma,lemma_meaning,lemma_romaji,lemma_hiragana,example,context,annotation,document,status,y_pred,pred,process
b706ade7-3c61-4749-aa72-4daec43a24cc,fr,62,NA,NA,NA,NA,62,0,NA,NA,"J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.","J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.",NA,NA,pending,-868769232596360293,1.0,reference word
6c9f66c2-1306-477a-8fb0-67c714b00f28,fr,62,NA,NA,NA,NA,62,1,NA,NA,"L'armée était en difficulté, il était préférable de se replier.","L'armée était en difficulté, il était préférable de se replier.",NA,NA,pending,1240514140521270004,0.1,"The word ""replier"" in French can have different meanings based on the context. In context_1, ""repliée sur moi-même"" suggests a physical or metaphorical action of curling up or withdrawing into oneself, often due to pain or discomfort. In context_2, ""se replier"" refers to a strategic military retreat or withdrawal.

Given these contexts, the probability that ""replier"" has the same meaning in both contexts is low. In context_1, it is more about a personal or emotional reaction, while in context_2, it is about a tactical military maneuver. Therefore, the probability that they have the same meaning is around 10%."
bbd69d6a-ecda-4cdf-9dc7-70318b837344,fr,61,NA,NA,NA,NA,61,0,NA,NA,"Mes parents se disputent tout le temps, c’est triste.","Mes parents se disputent tout le temps, c’est triste.",NA,NA,pending,-7415502767640161947,1.0,reference word
495c7782-ddc3-46de-8c4e-f45467a88c1c,fr,61,NA,NA,NA,NA,61,0,NA,NA,"La mère se disputait avec son fils en public, c’était gênant.","La mère se disputait avec son fils en public, c’était gênant.",NA,NA,pending,-7415502767640161947,0.95,"The words in question are ""disputent"" in context_1 and ""disputait"" in context_2. Both words are forms of the French verb ""disputer,"" which can mean ""to argue"" or ""to quarrel."" 

In context_1, ""Mes parents se disputent tout le temps, c’est triste,"" the verb ""disputent"" is used to describe parents arguing frequently, which is considered sad.

In context_2, ""La mère se disputait avec son fils en public, c’était gênant,"" the verb ""disputait"" is used to describe a mother arguing with her son in public, which is considered embarrassing.

Both contexts involve the act of arguing or quarreling, and the emotional reactions (sadness and embarrassment) are related to the social implications of arguing. Therefore, the probability that ""disputent"" and ""disputait"" have the same meaning in these contexts is very high.

Probability: 95%"
daed9485-0b06-4677-8843-316526c60dfc,fr,60,NA,NA,NA,NA,60,0,NA,NA,"Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.","Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.",NA,NA,pending,-8267463688239781265,1.0,reference word
8efa00ac-05f7-47a1-b849-8a543f3ca898,fr,60,NA,NA,NA,NA,60,1,NA,NA,C'est mieux de tout se dire quand on veut bien s'entendre entre amis.,C'est mieux de tout se dire quand on veut bien s'entendre entre amis.,NA,NA,pending,-1759822932137782840,0.1,"To determine the probability that the words ""se dit"" in context_1 and ""se dire"" in context_2 have the same meaning, we need to analyze the contexts in which they are used.

In context_1: ""Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir."" Here, ""s’est dit"" is used reflexively to mean ""she thought to herself"" or ""she decided.""

In context_2: ""C'est mieux de tout se dire quand on veut bien s'entendre entre amis."" Here, ""se dire"" is used reflexively to mean ""to tell each other"" or ""to communicate.""

The two uses of ""se dire"" have different meanings: one is about internal reflection or decision-making, and the other is about communication between people.

Therefore, the probability that ""se dit"" in context_1 and ""se dire"" in context_2 have the same meaning is low.

Probability: 10%"
6712eb1c-e933-4e97-8b33-3e6cf82c111c,fr,59,NA,NA,NA,NA,59,0,NA,NA,Le syndicat s'oppose à la réduction des primes des travailleurs.,Le syndicat s'oppose à la réduction des primes des travailleurs.,NA,NA,pending,2497665688310024683,1.0,reference word
8e6bf8d1-5088-402e-b89e-8cf9eace4f4b,fr,59,NA,NA,NA,NA,59,0,NA,NA,Le syndicat s'oppose à la réduction des primes des travailleurs.,Le syndicat s'oppose à la réduction des primes des travailleurs.,NA,NA,pending,2497665688310024683,1.0,"The probability that the words have the same meaning in a dictionary is 100%. The contexts provided are identical, which means the words in both contexts are the same and have the same meaning."
9d9ea488-d161-410c-9675-6656ebd52a96,fr,58,NA,NA,NA,NA,58,0,NA,NA,Elle a réussi à réaliser son rêve de devenir médecin.,Elle a réussi à réaliser son rêve de devenir médecin.,NA,NA,pending,7966878856204700351,1.0,reference word
b8e0d446-8eb1-4858-b1e4-d030259a2ceb,fr,58,NA,NA,NA,NA,58,1,NA,NA,Elle a réalisé sa plus belle invention en 1906.,Elle a réalisé sa plus belle invention en 1906.,NA,NA,pending,-3972224461402852840,0.2,"To determine the probability that the words in these contexts have the same meaning, let's analyze the contexts:

1. Context_1: ""Elle a réussi à réaliser son rêve de devenir médecin.""
   - Here, ""réaliser"" is used in the sense of ""achieving"" or ""fulfilling"" a dream or goal.

2. Context_2: ""Elle a réalisé sa plus belle invention en 1906.""
   - In this context, ""réaliser"" is used in the sense of ""creating"" or ""bringing into existence"" an invention.

The word ""réaliser"" can have multiple meanings depending on the context. In the first context, it refers to achieving or fulfilling a dream, while in the second context, it refers to creating or making something tangible, like an invention.

Given these differences in meaning, the probability that ""réaliser"" has the same meaning in both contexts is low. Therefore, I would estimate the probability to be around 20%."
