id,lang,pos,text,text_meaning,text_romaji,text_hiragana,lemma,lemma_meaning,lemma_romaji,lemma_hiragana,example,context,annotation,document,status,y_pred,pred,process
1279b89b-0398-541a-879d-4eafd5fe15e2,fr,VERB,se replier,,,,se replier,0,,,"J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.","J’ai eu si mal au ventre, tout d’un coup, que je me suis repliée sur moi-même.",,,pending,377674332134198363,1.0,NA
692c5322-ff73-5176-ba7c-9a5136f57596,fr,VERB,se replier,,,,se replier,1,,,"L'armée était en difficulté, il était préférable de se replier.","L'armée était en difficulté, il était préférable de se replier.",,,pending,-4515399696838498003,0.2,NA
37791973-eec7-5fcd-98dd-3b1709c8b377,fr,VERB,se disputer,,,,se disputer,0,,,"La mère se disputait avec son fils en public, c’était gênant.","La mère se disputait avec son fils en public, c’était gênant.",,,pending,7805097351933154719,1.0,NA
f67db9fd-cade-5955-9bc9-978ddc6b2046,fr,VERB,se disputer,,,,se disputer,0,,,"Mes parents se disputent tout le temps, c’est triste.","Mes parents se disputent tout le temps, c’est triste.",,,pending,7805097351933154719,0.95,NA
81f71595-7a31-5167-a47f-c2eafd264944,fr,VERB,se dire,,,,se dire,0,,,"Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.","Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.",,,pending,-3170452149205271687,1.0,NA
0a06927f-52f4-5a05-bbbd-8d3650a74f9e,fr,VERB,se dire,,,,se dire,1,,,C'est mieux de tout se dire quand on veut bien s'entendre entre amis.,C'est mieux de tout se dire quand on veut bien s'entendre entre amis.,,,pending,-8063526178177968053,0.3,NA
7b892d0d-8431-5c6b-807d-52739a119112,fr,VERB,s'opposer à,,,,s'opposer à,0,,,Le syndicat s'oppose à la réduction des primes des travailleurs.,Le syndicat s'oppose à la réduction des primes des travailleurs.,,,pending,-4548724697243154485,1.0,NA
2e252533-bf10-5c92-8f80-b02768d005e8,fr,VERB,s'opposer à,,,,s'opposer à,0,,,Le syndicat s'oppose à la réduction des primes des travailleurs.,Le syndicat s'oppose à la réduction des primes des travailleurs.,,,pending,-4548724697243154485,1.0,NA
c7fff995-e40b-50f7-83b6-41a29342a1bc,fr,VERB,réaliser,,,,réaliser,0,,,Elle a réalisé sa plus belle invention en 1906.,Elle a réalisé sa plus belle invention en 1906.,,,pending,8351964863426040035,1.0,NA
33b303d8-5453-4af8-977d-d2e2479350cd,fr,VERB,réaliser,,,,réaliser,0,,,Il a réalisé son rêve de devenir médecin.,Il a réalisé son rêve de devenir médecin.,,,pending,8351964863426040035,0.8,NA
b6a0ffc9-9195-4e35-9be6-a668d3d0da71,fr,VERB,réaliser,,,,réaliser,0,,,Elle a réussi à réaliser son rêve de devenir médecin.,Elle a réussi à réaliser son rêve de devenir médecin.,,,pending,8351964863426040035,0.8,NA
cfc79737-f41b-5a3b-bcc9-bd8cb06120a6,fr,VERB,rayer,,,,rayer,0,,,"Rayer, ça veut dire barrer. Il faut encercler la bonne réponse et rayer la mauvaise.","Rayer, ça veut dire barrer. Il faut encercler la bonne réponse et rayer la mauvaise.",,,pending,-2344205301935672761,1.0,NA
