id,lang,pos,text,text_meaning,text_romaji,text_hiragana,lemma,lemma_meaning,lemma_romaji,lemma_hiragana,example,context,annotation,document,status,y_pred,pred,process
NA,NA,NOUN,Mississippi,NA,NA,NA,Mississippi,0,NA,NA,NA,"Un soldat de Mississippi a écrit: "" Notre général Reub Davis est un cul vain , coincé , illettré "" .",NA,NA,pending,-6154570724212004857,1.0,reference word
NA,NA,NOUN,Mississippi,NA,NA,NA,Mississippi,0,NA,NA,NA,"Raymond Vernon rapporte que les résidents de l' est de St . Louis ont traversé le Mississippi , à travers le centre-ville de St. Louis et à l' ouest de la banlieue pour faire de shopping , tout simplement parce que le stationnement est plus facile à grandes branches qu' il est à cœur de la ville .",NA,NA,pending,-6154570724212004857,0.95,"The word ""Mississippi"" in both contexts refers to the same geographical entity, specifically the state of Mississippi in the United States. In the first context, it is used in relation to a soldier from Mississippi, while in the second context, it refers to the river that flows through the state. 

Given that both instances of ""Mississippi"" refer to the same place, the probability that they have the same meaning in a dictionary is very high.

Probability: 0.95"
NA,NA,NOUN,Mississippi,NA,NA,NA,Mississippi,0,NA,NA,NA,"Mais en regardant Faulkner dans son arrière-plan à Mississippi et dans le Sud , il est important de ne pas perdre la perspective plus large .",NA,NA,pending,-6154570724212004857,0.95,"The word ""Mississippi"" in both contexts refers to the same geographical entity, specifically the U.S. state of Mississippi. In the first context, it is mentioned in relation to a soldier from Mississippi, while in the second context, it is used in reference to the state in the context of Faulkner and the South. 

Given that both instances refer to the same place, the probability that they have the same meaning in a dictionary is very high.

Probability: 0.95"
NA,NA,NOUN,abandon,NA,NA,NA,abandon,0,NA,NA,NA,"Je proposerais , d' abord , un abandon de tentatives d' une liste lexicale universelle , aussi intrinsèquement inexploitable , et opérationnellement inadéquate en proportion qu' elle est réalisée .",NA,NA,pending,1295995514774163947,1.0,reference word
NA,NA,NOUN,abandon,NA,NA,NA,abandon,1,NA,NA,NA,"Que cet abandon ait lieu sur une scène , à cours d' une performance ' artique ' , suffit à associer Jacoby à l' art , et à lui faire tomber la punition pour l' art ; c'est-à-dire , il est suspect , coupable , puni , comme n' importe qui dans les histoires de Mann qui produit l' illusion , et c' est vrai même si les éléments constants de la nature artiste , technique , magie , culpabilité et souffrance , sont divisés dans cette histoire entre Jacoby et La^utner .",NA,NA,pending,7803636270876162372,0.2,"The two instances of the word ""abandon"" in the provided contexts refer to different meanings. 

In context_1, ""abandon"" refers to the act of giving up or ceasing attempts related to a universal lexical list, suggesting a sense of relinquishment or discontinuation of efforts.

In context_2, ""abandon"" refers to a more nuanced concept related to a performance or artistic expression, implying a sense of letting go or surrendering oneself to the art, which carries connotations of freedom and emotional release.

Given these distinctions, the probability that the two uses of ""abandon"" have the same meaning is low. 

Probability: 0.2 (20%)"
NA,NA,NOUN,abandon,NA,NA,NA,abandon,2,NA,NA,NA,"Pendant un certain temps après l' abandon de l' usine locale , le courant électrique pour Manchester a été apporté de sud avec un lien d' urgence avec le système Vermont Marble Company à nord .",NA,NA,pending,-4135467046731390819,0.1,"The two instances of the word ""abandon"" in the provided contexts have different meanings. 

In context_1, ""abandon"" refers to a sense of giving up or relinquishing something, particularly in an artistic or performative sense. It conveys a feeling of loss or sacrifice related to art and performance.

In context_2, ""abandon"" refers to the act of leaving or ceasing to use something, specifically in relation to an industrial facility (the local factory). It implies a physical departure or closure of a place.

Given these distinctions, the probability that the two instances of ""abandon"" have the same meaning is low. 

Probability: 0.1 (10%)"
NA,NA,NOUN,absorption,NA,NA,NA,absorption,0,NA,NA,NA,L' absorption par résonance magnétique a été détectée en utilisant un modèle Varian **f spectromètre à large ligne et le système d' électroaimant de 12 pouces associé .,NA,NA,pending,-5175441899263041420,1.0,reference word
NA,NA,NOUN,absorption,NA,NA,NA,absorption,1,NA,NA,NA,Un test de Schilling a démontré une absorption normale de la vitamine * * f .,NA,NA,pending,-3066158526145411123,0.1,"The two instances of the word ""absorption"" in the provided contexts refer to different concepts. 

In context_1, ""absorption"" relates to the process of absorbing energy or signals in the context of magnetic resonance, specifically in a scientific or technical setting involving spectroscopy.

In context_2, ""absorption"" refers to the uptake of a substance, in this case, a vitamin, by the body, which is a biological process.

Given these distinctions, the probability that the two uses of ""absorption"" have the same meaning is low. 

Probability: 0.1 (10%)"
NA,NA,NOUN,absorption,NA,NA,NA,absorption,0,NA,NA,NA,"Comme l' absorption de ondes radio dans un matériau semblable à la roche varie en fonction de la longueur de ondes , il devrait être possible d' échantillonner la variation de température à différentes profondeurs sous la surface et éventuellement de détecter des changements dans la structure ou la composition de matériau de surface lunaire .",NA,NA,pending,-5175441899263041420,0.85,"The two instances of the word ""absorption"" in the provided contexts refer to the same general concept of absorption, specifically in relation to the interaction of waves (magnetic resonance and radio waves) with materials. 

In context_1, ""absorption"" is related to magnetic resonance, which involves the absorption of energy by nuclei in a magnetic field. In context_2, ""absorption"" pertains to the absorption of radio waves by a material, which also involves the interaction of waves with matter.

Given that both contexts discuss the concept of absorption in relation to waves and materials, I would assess the probability that they have the same meaning as high.

Probability: 0.85"
NA,NA,NOUN,administrateur,NA,NA,NA,administrateur,0,NA,NA,NA,"Si un contribuable décède , l' exécuteur testamentaire , l' administrateur ou le représentant légal doit produire la déclaration finale pour le défunt à plus tard le 15e jour de 4e mois suivant la clôture de l' année d' impôt normale de contribuable décédé .",NA,NA,pending,-7769939236575295125,1.0,reference word
NA,NA,NOUN,administrateur,NA,NA,NA,administrateur,0,NA,NA,NA,Brian Thayer était un administrateur parfaitement honnête et compétent .,NA,NA,pending,-7769939236575295125,0.85,"The two instances of the word ""administrateur"" in the provided contexts refer to the same term, which generally means ""administrator"" in English. 

In context_1, ""administrateur"" refers to a legal or financial role related to managing the affairs of a deceased taxpayer, which aligns with the definition of an administrator in a legal context. 

In context_2, ""administrateur"" refers to someone who holds a position of authority or management, indicating competence and honesty in their role.

Given that both contexts involve the concept of administration and management, albeit in different specific scenarios, the probability that they have the same meaning is high.

Probability: 0.85"
NA,NA,NOUN,administrateur,NA,NA,NA,administrateur,0,NA,NA,NA,"À condition que , si le montant total de l' indemnité n' excède pas 500 $et qu' il n' y ait pas d' exécuteur exécutif ou d' administrateur qualifié , le paiement puisse être effectué à la ou à personnes que le contrôleur général de États-Unis a jugées y avoir droit , sans qu' il soit nécessaire de se conformer à exigences de la loi en ce qui concerne l' administration de successions ;",NA,NA,pending,-7769939236575295125,0.85,"The two instances of the word ""administrateur"" in the provided contexts refer to the same role within the legal and financial framework concerning estates and inheritances. In both contexts, ""administrateur"" pertains to an individual responsible for managing the affairs of a deceased person, particularly in relation to their estate.

Given this analysis, I would assign a high probability that the two instances of ""administrateur"" have the same meaning in a dictionary context. 

Probability: 0.85"
NA,NA,NOUN,appel,NA,NA,NA,appel,0,NA,NA,NA,"Un appel à la police avait été placé d' ici quelques minutes après 21 heures , et la première voiture de police était arrivée deux ou trois minutes après cela - il y a 10 minutes maintenant .",NA,NA,pending,7248344771818333928,1.0,reference word
NA,NA,NOUN,appel,NA,NA,NA,appel,1,NA,NA,NA,"Compte tenu de ces circonstances , ainsi que de fait que la question à procès à cet égard se concentrait entièrement sur la recommandation de Ministère , que le pétitionnaire a répudiée mais que la commission d' appel et les tribunaux ci-dessous ont trouvées étayées par le dossier , nous ne trouvons aucune pertinence dans le rapport et les notes de conseiller-auditeur .",NA,NA,pending,2355270742845637562,0.1,"The word ""appel"" in both contexts refers to different meanings. In context_1, ""appel"" refers to a call made to the police, indicating a request for assistance or reporting an incident. In context_2, ""appel"" refers to an appeal in a legal context, which involves challenging a decision made by a lower court or authority.

Given these distinct meanings, the probability that the two instances of ""appel"" have the same meaning is low. 

Probability: 0.1 (10%)"
NA,NA,NOUN,appel,NA,NA,NA,appel,2,NA,NA,NA,"Quand il avait donné l' appel quelques instants pensé , il est allé dans la cuisine pour demander à Mme Yamata de préparer le thé et les sushis pour les visiteurs , en utilisant la porcelaine anglaise formelle et le service de thé d' argent qui avait été donné à la mission , puis il est allé dehors pour inspecter le terrain .",NA,NA,pending,8862911498947635987,0.4,"The word ""appel"" in both contexts refers to the same term in French, which translates to ""appeal"" in English. 

In context_1, ""appel"" is used in a legal sense, referring to an appeal in a court case. In context_2, ""appel"" seems to refer to a call or summoning, possibly in a more general or informal sense.

Given that the meanings in the two contexts are related but not identical, I would estimate the probability that they have the same meaning in a dictionary to be around 0.4."
NA,NA,NOUN,boue,NA,NA,NA,boue,0,NA,NA,NA,"Elena , tu auras de la boue partout sur ta robe "" !",NA,NA,pending,-5094204051414005374,1.0,reference word
NA,NA,NOUN,boues,NA,NA,NA,boue,0,NA,NA,NA,"L'âge moyen de boues basé sur le déplacement de solides a été calculé à 14,5 jours .",NA,NA,pending,-5094204051414005374,0.85,"The words ""boue"" and ""boues"" both refer to mud or sludge, but they are used in different contexts. ""Boue"" is the singular form, while ""boues"" is the plural form. In the first context, ""boue"" is used to describe mud that is likely to get on a dress, indicating a more casual or everyday situation. In the second context, ""boues"" refers to mud in a scientific or technical context, specifically related to the average age of mud based on solid displacement.

Given that both words refer to the same substance (mud) but are used in different contexts (one casual and one technical), I would estimate the probability that they have the same meaning in a dictionary to be relatively high, but not absolute due to the difference in usage.

Probability: 0.85"
NA,NA,NOUN,boue,NA,NA,NA,boue,0,NA,NA,NA,"Ils ont suivi la boue sur le sol de chêne , sur le tapis .",NA,NA,pending,-5094204051414005374,0.95,"The word ""boue"" in both contexts refers to the same substance, which is mud or sludge. In the first context, it is mentioned in relation to a dress getting dirty, while in the second context, it describes mud on a wooden floor and a carpet. Both usages convey the same meaning of a wet, soft earth material.

Given this analysis, the probability that the two instances of ""boue"" have the same meaning is very high.

Probability: 0.95"
NA,NA,NOUN,carte,NA,NA,NA,carte,0,NA,NA,NA,"Maintenant , il ne pouvait jouer que la dernière carte dans ce qui était probablement le pont le plus froid de monde .",NA,NA,pending,-7948678207203030036,1.0,reference word
NA,NA,NOUN,cartes,NA,NA,NA,carte,1,NA,NA,NA,Les nouvelles éditions de cartes topographiques réalisées par le gouvernement fédéral sont excellentes pour vous orienter vers les caractéristiques naturelles de site .,NA,NA,pending,5604991837533825214,0.1,"The words ""carte"" and ""cartes"" refer to different meanings in their respective contexts. 

In context_1, ""carte"" refers to a ""card"" or a ""move"" in a strategic game, suggesting a metaphorical use of the term. In context_2, ""cartes"" refers to ""maps,"" specifically topographical maps used for navigation and understanding geographical features.

Given these distinctions, the probability that ""carte"" and ""cartes"" have the same meaning in a dictionary is low. 

Probability: 0.1 (10%)"
NA,NA,NOUN,cartes,NA,NA,NA,carte,1,NA,NA,NA,"( Par exemple , voir l' exemple 2 de la section 5-5 , sur les cartes rouges entre les mains de 5 . )",NA,NA,pending,5604991837533825214,0.85,"The word ""cartes"" in both contexts refers to ""maps."" In the first context, it discusses topographic maps created by the federal government for navigation and understanding natural features. In the second context, it refers to ""red maps"" in a more general or illustrative sense. 

Since both usages pertain to the concept of ""maps,"" I would assess the probability that they have the same meaning as high.

Probability: 0.85"
NA,NA,ADJ,centrale,NA,NA,NA,central,0,NA,NA,NA,La préoccupation centrale de volume impressionnant d' Erich Auerbach appelé Mimésis est de décrire le passage d' une théorie classique de l' imitation ( basée sur la reconnaissance de niveaux de vérité ) à une théorie chrétienne de l' imitation dans laquelle les niveaux sont dissous .,NA,NA,pending,-1276705114078625501,1.0,reference word
NA,NA,ADJ,centrale,NA,NA,NA,central,1,NA,NA,NA,"Dans la grille centrale inférieure , un enregistreur à 8 canaux indique le pourcentage de dioxyde de carbone et d' azote de lobes supérieurs et inférieurs d' un poumon , le volume total d' inhalation par respiration , le débit d' air des deux lobes et la pression de deux lobes par rapport à l' autre .",NA,NA,pending,-6169779143051321867,0.2,"The word ""centrale"" in both contexts refers to a central or main aspect, but the specific meanings differ based on the context. In the first context, it relates to a central concern or theme in a literary analysis, while in the second context, it refers to a central grid in a scientific or technical setting.

Given these distinctions, the probability that the two instances of ""centrale"" have the same meaning is relatively low. 

Probability: 0.2"
NA,NA,ADJ,central,NA,NA,NA,central,0,NA,NA,NA,"à niveau central , le système de vote scrutin uninominal a été sélectionné sur une forme de système scrutin de liste , même si ce dernier avait été recommandé par Duverger et favorisé par tous les partis politiques .",NA,NA,pending,-1276705114078625501,0.85,"The words ""centrale"" and ""central"" are both derived from the same root and share a similar meaning related to being at the center or of primary importance. In the contexts provided, ""centrale"" refers to a primary concern or focus in a theoretical discussion, while ""central"" refers to a level of importance in a voting system. 

Given that both words convey the idea of something being at the center or of primary importance, I would assess the probability that they have the same meaning in a dictionary as high.

Probability: 0.85"
NA,NA,NOUN,cheminée,NA,NA,NA,cheminée,0,NA,NA,NA,La cheminée de la cabane en face de lui a été surmontée d' un baril de bœuf avec des extrémités cassées .,NA,NA,pending,2394015981891674625,1.0,reference word
NA,NA,NOUN,cheminée,NA,NA,NA,cheminée,0,NA,NA,NA,La cheminée avait des carreaux faits pour Mme Monmouth par Picasso lui-même .,NA,NA,pending,2394015981891674625,0.95,"The word ""cheminée"" in both contexts refers to a chimney. In the first context, it describes a chimney associated with a cabin, while in the second context, it refers to a chimney that has decorative tiles made by Picasso. Despite the different contexts, both usages pertain to the same object, which is a structure for venting smoke from a fireplace or stove.

Given this analysis, I would assign a high probability that the two instances of ""cheminée"" have the same meaning in a dictionary.

Probability: 0.95"
NA,NA,NOUN,cheminée,NA,NA,NA,cheminée,0,NA,NA,NA,"La fumée de cette cheminée s' est levée aussi lentement que la fumée de n' importe quel autre , et accrochée aussi tristement dans la bruine , rampant vers le bas le long de la toile ensemencée de toit .",NA,NA,pending,2394015981891674625,0.95,"The word ""cheminée"" in both contexts refers to a chimney. In the first context, it describes a chimney on a cabin, while in the second context, it discusses the smoke rising from a chimney. Since both usages pertain to the same object (a chimney) and its function (to allow smoke to escape), we can conclude that they have the same meaning.

Probability that they have the same meaning: 95%"
NA,NA,VERB,commémorer,NA,NA,NA,commémorer,0,NA,NA,NA,Sa cause était de commémorer la gloire de son passé et d' inciter son peuple à la perpétuer dans le présent .,NA,NA,pending,-6639833344747166434,1.0,reference word
NA,NA,VERB,commémore,NA,NA,NA,commémorer,0,NA,NA,NA,"Il commémore le 185ème anniversaire de l' indépendance de Rhode Island quand , le 4 mai 1776 , l' Assemblée générale , par son action , a établi la première république libre dans le Nouveau Monde .",NA,NA,pending,-6639833344747166434,0.95,"The words ""commémorer"" and ""commémore"" are different forms of the same verb in French. ""Commémorer"" is the infinitive form, while ""commémore"" is the third person singular present tense form. Both words share the same core meaning, which is to commemorate or to honor the memory of someone or something.

Given that they are different forms of the same verb and convey the same action of commemoration, I would assign a high probability that they have the same meaning in a dictionary context.

Probability: 0.95"
NA,NA,VERB,commémorer,NA,NA,NA,commémorer,0,NA,NA,NA,Je suis très privilégié aujourd'hui pour commémorer la brillante carrière de ce géant parlementaire .,NA,NA,pending,-6639833344747166434,0.95,"The two instances of the word ""commémorer"" in the provided contexts both refer to the act of commemorating or honoring something significant from the past. In context_1, it is about commemorating the glory of a past cause, while in context_2, it is about commemorating the career of a notable individual. 

Since both usages convey the same core meaning of honoring or remembering something important, I would assign a high probability that they have the same meaning in a dictionary.

Probability: 0.95"
NA,NA,ADJ,confuse,NA,NA,NA,confus,0,NA,NA,NA,"Tout dit , ils ont offert une image très confuse .",NA,NA,pending,-6717493507204914252,1.0,reference word
NA,NA,ADJ,confus,NA,NA,NA,confus,0,NA,NA,NA,"Elle a regardé confus à ce , et je me sentais sûr que ce avait été une mauvaise réponse pour moi de faire .",NA,NA,pending,-6717493507204914252,0.75,"To determine the probability that ""confuse"" and ""confus"" have the same meaning in the provided contexts, we need to analyze the meanings of both words.

1. **""confuse""**: This verb generally means to make someone unable to think clearly or to mix up different things. In the context provided, ""confuse"" is used to describe an image that is not clear or is difficult to understand.

2. **""confus""**: This adjective describes a state of being bewildered or unclear. In the context provided, it describes a person who is feeling uncertain or unclear about a situation.

Both words relate to a lack of clarity or understanding, but they are used in different grammatical forms (verb vs. adjective). However, they convey a similar underlying concept of confusion or lack of clarity.

Given this analysis, I would estimate the probability that ""confuse"" and ""confus"" have the same meaning in the provided contexts to be around **0.75**. This reflects a strong semantic similarity, though they are not identical in usage."
NA,NA,ADJ,confus,NA,NA,NA,confus,0,NA,NA,NA,"Il a évolué à différents niveaux , il a été clameur et confus .",NA,NA,pending,-6717493507204914252,0.85,"To determine the probability that ""confuse"" and ""confus"" have the same meaning based on the provided contexts, we need to analyze the meanings of both words.

1. **""confuse""**: This verb generally means to make someone unable to think clearly or to mix up different things, leading to a lack of clarity or understanding.

2. **""confus""**: This adjective describes a state of being unclear, mixed up, or lacking in clarity. It can refer to a situation or a person's mental state.

In the contexts provided:
- In context_1, ""confuse"" is used to describe an image that is not clear, suggesting a lack of clarity or understanding.
- In context_2, ""confus"" describes a state of being that is also unclear or mixed up.

Both words relate to a lack of clarity or understanding, and they are used in contexts that imply confusion or disorder.

Given this analysis, I would assign a high probability that ""confuse"" and ""confus"" have the same meaning in this context. 

Probability: **0.85** (or 85%)"
NA,NA,VERB,contemplant,NA,NA,NA,contempler,0,NA,NA,NA,"En contemplant ces punitions posthumes , Staline ne devrait pas perdre tout espoir .",NA,NA,pending,4340495738650079867,1.0,reference word
NA,NA,VERB,contempler,NA,NA,NA,contempler,0,NA,NA,NA,"Il y avait peu de temps pour les contempler , cependant ; en un instant , le médecin traquait à travers la pièce avec un registre antique dans ses mains , soigneusement auriculaire et grand comme un plateau de table .",NA,NA,pending,4340495738650079867,0.85,"The words ""contemplant"" and ""contempler"" are related as they both derive from the same root and pertain to the act of contemplation. ""Contemplant"" is the present participle form of ""contempler,"" which means ""to contemplate"" or ""to observe thoughtfully."" 

In the provided contexts, both words are used in a way that emphasizes the act of observing or reflecting on something. Therefore, they share a similar meaning.

Given this analysis, I would assign a high probability that these words have the same meaning in a dictionary context. 

Probability: 0.85"
NA,NA,VERB,contempler,NA,NA,NA,contempler,0,NA,NA,NA,"Nous avons tant de nouvelles choses à craindre en cette ère de armes nucléaires , des choses terribles qui sont trop horribles à contempler .",NA,NA,pending,4340495738650079867,0.85,"The words ""contemplant"" and ""contempler"" are related forms of the same verb in French, with ""contemplant"" being the present participle and ""contempler"" being the infinitive form. Both words convey the idea of observing or considering something thoughtfully.

Given that they share the same root and convey similar meanings related to deep thought or observation, I would assess the probability that they have the same meaning in a dictionary as high.

Probability: 0.85"
