id,lang,pos,text,text_meaning,text_romaji,text_hiragana,lemma,lemma_meaning,lemma_romaji,lemma_hiragana,example,context,annotation,document,status,y_pred,pred,process
,,NOUN,Mississippi,,,,Mississippi,1,,,,"Un soldat de Mississippi a écrit: "" Notre général Reub Davis est un cul vain , coincé , illettré "" .",,,pending,-7696156640969615163,1.0,NA
,,NOUN,Mississippi,,,,Mississippi,2,,,,"Raymond Vernon rapporte que les résidents de l' est de St . Louis ont traversé le Mississippi , à travers le centre-ville de St. Louis et à l' ouest de la banlieue pour faire de shopping , tout simplement parce que le stationnement est plus facile à grandes branches qu' il est à cœur de la ville .",,,pending,-7696156640969615163,1.0,NA
,,NOUN,Mississippi,,,,Mississippi,3,,,,"Mais en regardant Faulkner dans son arrière-plan à Mississippi et dans le Sud , il est important de ne pas perdre la perspective plus large .",,,pending,-7696156640969615163,0.9,NA
,,NOUN,abandon,,,,abandon,1,,,,"Je proposerais , d' abord , un abandon de tentatives d' une liste lexicale universelle , aussi intrinsèquement inexploitable , et opérationnellement inadéquate en proportion qu' elle est réalisée .",,,pending,2586867517488041851,1.0,NA
,,NOUN,abandon,,,,abandon,2,,,,"Que cet abandon ait lieu sur une scène , à cours d' une performance ' artique ' , suffit à associer Jacoby à l' art , et à lui faire tomber la punition pour l' art ; c'est-à-dire , il est suspect , coupable , puni , comme n' importe qui dans les histoires de Mann qui produit l' illusion , et c' est vrai même si les éléments constants de la nature artiste , technique , magie , culpabilité et souffrance , sont divisés dans cette histoire entre Jacoby et La^utner .",,,pending,2586867517488041851,0.9,NA
,,NOUN,abandon,,,,abandon,3,,,,"Pendant un certain temps après l' abandon de l' usine locale , le courant électrique pour Manchester a été apporté de sud avec un lien d' urgence avec le système Vermont Marble Company à nord .",,,pending,2586867517488041851,0.9,NA
,,NOUN,absorption,,,,absorption,1,,,,L' absorption par résonance magnétique a été détectée en utilisant un modèle Varian **f spectromètre à large ligne et le système d' électroaimant de 12 pouces associé .,,,pending,8212390763614078809,1.0,NA
,,NOUN,absorption,,,,absorption,2,,,,Un test de Schilling a démontré une absorption normale de la vitamine * * f .,,,pending,8212390763614078809,0.9,NA
,,NOUN,absorption,,,,absorption,3,,,,"Comme l' absorption de ondes radio dans un matériau semblable à la roche varie en fonction de la longueur de ondes , il devrait être possible d' échantillonner la variation de température à différentes profondeurs sous la surface et éventuellement de détecter des changements dans la structure ou la composition de matériau de surface lunaire .",,,pending,8212390763614078809,0.9,NA
,,NOUN,administrateur,,,,administrateur,1,,,,"Si un contribuable décède , l' exécuteur testamentaire , l' administrateur ou le représentant légal doit produire la déclaration finale pour le défunt à plus tard le 15e jour de 4e mois suivant la clôture de l' année d' impôt normale de contribuable décédé .",,,pending,-5671038035386517389,1.0,NA
,,NOUN,administrateur,,,,administrateur,2,,,,Brian Thayer était un administrateur parfaitement honnête et compétent .,,,pending,-5671038035386517389,0.9,NA
,,NOUN,administrateur,,,,administrateur,3,,,,"À condition que , si le montant total de l' indemnité n' excède pas 500 $et qu' il n' y ait pas d' exécuteur exécutif ou d' administrateur qualifié , le paiement puisse être effectué à la ou à personnes que le contrôleur général de États-Unis a jugées y avoir droit , sans qu' il soit nécessaire de se conformer à exigences de la loi en ce qui concerne l' administration de successions ;",,,pending,-5671038035386517389,0.9,NA
,,NOUN,appel,,,,appel,1,,,,"Un appel à la police avait été placé d' ici quelques minutes après 21 heures , et la première voiture de police était arrivée deux ou trois minutes après cela - il y a 10 minutes maintenant .",,,pending,2917366797556290737,1.0,NA
